603,EXT EL PRADO,PR,"Ext El Prado, PR"
603,EXT MARBELLA,PR,"Ext Marbella, PR"
603,REPTO JIMENEZ,PR,"Repto Jimenez, PR"
603,REPTO JUAN AGUIAR,PR,"Repto Juan Aguiar, PR"
603,REPTO LOPEZ,PR,"Repto Lopez, PR"
603,REPTO TRES PALMAS,PR,"Repto Tres Palmas, PR"
603,SECT LAS VILLAS,PR,"Sect Las Villas, PR"
603,URB BORINQUEN,PR,"Urb Borinquen, PR"
603,URB EL PRADO,PR,"Urb El Prado, PR"
603,URB ESTEVES,PR,"Urb Esteves, PR"
603,URB GARCIA,PR,"Urb Garcia, PR"
603,URB LAS AMERICAS,PR,"Urb Las Americas, PR"
603,URB LAS CASITAS COUNTRY CLUB,PR,"Urb Las Casitas Country Club, PR"
603,URB MALEZA GDNS,PR,"Urb Maleza Gdns, PR"
603,URB MARBELLA,PR,"Urb Marbella, PR"
603,URB RAMEY,PR,"Urb Ramey, PR"
603,URB RUBIANES,PR,"Urb Rubianes, PR"
603,URB SAN CARLOS,PR,"Urb San Carlos, PR"
603,URB SANTA MARTA,PR,"Urb Santa Marta, PR"
603,URB VICTORIA,PR,"Urb Victoria, PR"
603,VILLA ALEGRIA,PR,"Villa Alegria, PR"
603,VILLA LINDA,PR,"Villa Linda, PR"
603,VILLA LYDIA,PR,"Villa Lydia, PR"
603,VILLA UNIVERSITARIA,PR,"Villa Universitaria, PR"
603,VILLAS DE ALMERIA,PR,"Villas De Almeria, PR"
603,VISTA ALEGRE,PR,"Vista Alegre, PR"
603,VISTA VERDE,PR,"Vista Verde, PR"
604,AGUADILLA,PR,"Aguadilla, PR"
604,RAMEY,PR,"Ramey, PR"
605,AGUADILLA,PR,"Aguadilla, PR"
703,AGUAS BUENAS,PR,"Aguas Buenas, PR"
703,EST DEL RIO,PR,"Est Del Rio, PR"
703,MANS DE AGUAS BUENAS,PR,"Mans De Aguas Buenas, PR"
703,URB SAN ANTONIO,PR,"Urb San Antonio, PR"
704,AGUIRRE,PR,"Aguirre, PR"
704,EST DE TRINITARIA,PR,"Est De Trinitaria, PR"
704,EXT EL COQUI,PR,"Ext El Coqui, PR"
704,PARC CABASA,PR,"Parc Cabasa, PR"
7093,MONITOR,NJ,"Monitor, NJ"
7093,TAURUS,NJ,"Taurus, NJ"
7675,WESTWOOD,NJ,"Westwood, NJ"
7675,OLD TAPPAN,NJ,"Old Tappan, NJ"
7675,RIVER VALE,NJ,"River Vale, NJ"
7675,RIVERVALE,NJ,"Rivervale, NJ"
7677,WOODCLIFF LAKE,NJ,"Woodcliff Lake, NJ"
7677,WESTWOOD,NJ,"Westwood, NJ"
7677,WOODCLIFF LK,NJ,"Woodcliff Lk, NJ"
7885,WHARTON,NJ,"Wharton, NJ"
7981,WHIPPANY,NJ,"Whippany, NJ"
7999,WHIPPANY,NJ,"Whippany, NJ"
8888,WHITEHOUSE,NJ,"Whitehouse, NJ"
8889,WHITEHOUSE STATION,NJ,"Whitehouse Station, NJ"
8889,WHITE HSE STA,NJ,"White Hse Sta, NJ"
8889,WHITE HOUSE STATION,NJ,"White House Station, NJ"
7095,WOODBRIDGE,NJ,"Woodbridge, NJ"
7481,WYCKOFF,NJ,"Wyckoff, NJ"
10451,BRONX,NY,"Bronx, NY"
10452,BRONX,NY,"Bronx, NY"
10452,HIGHBRIDGE,NY,"Highbridge, NY"
10452,STADIUM,NY,"Stadium, NY"
10452,UNIVERSITY HEIGHTS,NY,"University Heights, NY"
10453,BRONX,NY,"Bronx, NY"
10454,BRONX,NY,"Bronx, NY"
10454,MOTT HAVEN,NY,"Mott Haven, NY"
10455,BRONX,NY,"Bronx, NY"
10455,HUB,NY,"Hub, NY"
10456,BRONX,NY,"Bronx, NY"
10456,MORRISANIA,NY,"Morrisania, NY"
10457,BRONX,NY,"Bronx, NY"
10458,BRONX,NY,"Bronx, NY"
10459,BRONX,NY,"Bronx, NY"
10459,BOULEVARD,NY,"Boulevard, NY"
10459,LONGWOOD,NY,"Longwood, NY"
10460,BRONX,NY,"Bronx, NY"
10460,CROTONA PARK,NY,"Crotona Park, NY"
10460,WEST FARMS,NY,"West Farms, NY"
10461,BRONX,NY,"Bronx, NY"
10461,MORRIS PARK,NY,"Morris Park, NY"
10461,PILGRIM,NY,"Pilgrim, NY"
10461,WESTCHESTER,NY,"Westchester, NY"
10462,BRONX,NY,"Bronx, NY"
10463,BRONX,NY,"Bronx, NY"
10463,RIVERDALE,NY,"Riverdale, NY"
10463,SPUYTEN DUYVIL,NY,"Spuyten Duyvil, NY"
10464,BRONX,NY,"Bronx, NY"
10465,BRONX,NY,"Bronx, NY"
10465,THROGGS NECK,NY,"Throggs Neck, NY"
10466,BRONX,NY,"Bronx, NY"
10466,WAKEFIELD,NY,"Wakefield, NY"
10467,BRONX,NY,"Bronx, NY"
10467,ALLERTON,NY,"Allerton, NY"
10467,MOSHOLU,NY,"Mosholu, NY"
10467,VAN COTT,NY,"Van Cott, NY"
10467,WILLIAMSBRIDGE,NY,"Williamsbridge, NY"
10468,BRONX,NY,"Bronx, NY"
10468,JEROME,NY,"Jerome, NY"
10469,BRONX,NY,"Bronx, NY"
10469,BAYCHESTER,NY,"Baychester, NY"
10469,ESPLANADE,NY,"Esplanade, NY"
10469,HILLSIDE,NY,"Hillside, NY"
10470,BRONX,NY,"Bronx, NY"
10471,BRONX,NY,"Bronx, NY"
10471,RIVERDALE,NY,"Riverdale, NY"
10472,BRONX,NY,"Bronx, NY"
10473,BRONX,NY,"Bronx, NY"
10474,BRONX,NY,"Bronx, NY"
10474,BOULEVARD,NY,"Boulevard, NY"
10475,BRONX,NY,"Bronx, NY"
10499,BRONX,NY,"Bronx, NY"
10499,PRIORITY MAIL CTR,NY,"Priority Mail Ctr, NY"
10001,NEW YORK,NY,"New York, NY"
10001,EMPIRE STATE,NY,"Empire State, NY"
10001,G P O,NY,"G P O, NY"
10001,GREELEY SQUARE,NY,"Greeley Square, NY"
10001,MACYS FINANCE,NY,"Macys Finance, NY"
10001,MANHATTAN,NY,"Manhattan, NY"
10002,NEW YORK,NY,"New York, NY"
10002,KNICKERBOCKER,NY,"Knickerbocker, NY"
10002,MANHATTAN,NY,"Manhattan, NY"
10002,NEW YORK CITY,NY,"New York City, NY"
10002,NY,NY,"Ny, NY"
10002,NY CITY,NY,"Ny City, NY"
10002,NYC,NY,"Nyc, NY"
10003,NEW YORK,NY,"New York, NY"
10003,COOPER,NY,"Cooper, NY"
10003,MANHATTAN,NY,"Manhattan, NY"
10004,NEW YORK,NY,"New York, NY"
10004,BOWLING GREEN,NY,"Bowling Green, NY"
10005,NEW YORK,NY,"New York, NY"
10005,WALL STREET,NY,"Wall Street, NY"
10005,MANHATTAN,NY,"Manhattan, NY"
10005,NYC,NY,"Nyc, NY"
10006,NEW YORK,NY,"New York, NY"
10006,TRINITY,NY,"Trinity, NY"
10006,MANHATTAN,NY,"Manhattan, NY"
10006,NYC,NY,"Nyc, NY"
10007,NEW YORK,NY,"New York, NY"
10007,CHURCH STREET,NY,"Church Street, NY"
10007,MANHATTAN,NY,"Manhattan, NY"
10007,NYC,NY,"Nyc, NY"
10008,NEW YORK,NY,"New York, NY"
10008,MANHATTAN,NY,"Manhattan, NY"
10008,NYC,NY,"Nyc, NY"
10009,NEW YORK,NY,"New York, NY"
10009,MANHATTAN,NY,"Manhattan, NY"
10009,NYC,NY,"Nyc, NY"
10009,PETER STUYVESANT,NY,"Peter Stuyvesant, NY"
10010,NEW YORK,NY,"New York, NY"
10010,MADISON SQUARE STA,NY,"Madison Square Sta, NY"
10010,MANHATTAN,NY,"Manhattan, NY"
10010,NYC,NY,"Nyc, NY"
10011,NEW YORK,NY,"New York, NY"
10012,NEW YORK,NY,"New York, NY"
10012,PRINCE,NY,"Prince, NY"
10012,MANHATTAN,NY,"Manhattan, NY"
10012,NY CITY,NY,"Ny City, NY"
10012,NYC,NY,"Nyc, NY"
10013,NEW YORK,NY,"New York, NY"
10013,CANAL STREET,NY,"Canal Street, NY"
10013,CHINATOWN,NY,"Chinatown, NY"
10013,MANHATTAN,NY,"Manhattan, NY"
10013,NYC,NY,"Nyc, NY"
10014,NEW YORK,NY,"New York, NY"
10014,MANHATTAN,NY,"Manhattan, NY"
10014,NYC,NY,"Nyc, NY"
10016,NEW YORK,NY,"New York, NY"
10016,MANHATTAN,NY,"Manhattan, NY"
10016,NYC,NY,"Nyc, NY"
10017,NEW YORK,NY,"New York, NY"
10017,GRAND CENTRAL,NY,"Grand Central, NY"
10017,MANHATTAN,NY,"Manhattan, NY"
10017,NYC,NY,"Nyc, NY"
10018,NEW YORK,NY,"New York, NY"
10018,MANHATTAN,NY,"Manhattan, NY"
10018,NYC,NY,"Nyc, NY"
10019,NEW YORK,NY,"New York, NY"
10019,MANHATTAN,NY,"Manhattan, NY"
10019,NYC,NY,"Nyc, NY"
10020,NEW YORK,NY,"New York, NY"
10020,MANHATTAN,NY,"Manhattan, NY"
10020,NYC,NY,"Nyc, NY"
10021,NEW YORK,NY,"New York, NY"
10021,MANHATTAN,NY,"Manhattan, NY"
10021,NYC,NY,"Nyc, NY"
10022,NEW YORK,NY,"New York, NY"
10022,FRANKLIN D ROOSEVELT,NY,"Franklin D Roosevelt, NY"
10022,MANHATTAN,NY,"Manhattan, NY"
10022,NYC,NY,"Nyc, NY"
10023,NEW YORK,NY,"New York, NY"
10023,MANHATTAN,NY,"Manhattan, NY"
10023,NYC,NY,"Nyc, NY"
10024,NEW YORK,NY,"New York, NY"
10024,MANHATTAN,NY,"Manhattan, NY"
10024,NYC,NY,"Nyc, NY"
10024,PLANETARIUM,NY,"Planetarium, NY"
10025,NEW YORK,NY,"New York, NY"
10025,MANHATTAN,NY,"Manhattan, NY"
10025,NYC,NY,"Nyc, NY"
10026,NEW YORK,NY,"New York, NY"
10026,MORNINGSIDE,NY,"Morningside, NY"
10026,NYC,NY,"Nyc, NY"
10027,NEW YORK,NY,"New York, NY"
10027,MANHATTAN,NY,"Manhattan, NY"
10027,MANHATTANVILLE,NY,"Manhattanville, NY"
10027,NY CITY,NY,"Ny City, NY"
10027,NYC,NY,"Nyc, NY"
10028,NEW YORK,NY,"New York, NY"
10028,MANHATTAN,NY,"Manhattan, NY"
10028,NYC,NY,"Nyc, NY"
10029,NEW YORK,NY,"New York, NY"
10029,MANHATTAN,NY,"Manhattan, NY"
10029,NYC,NY,"Nyc, NY"
10030,NEW YORK,NY,"New York, NY"
10030,COLLEGE,NY,"College, NY"
10030,MANHATTAN,NY,"Manhattan, NY"
10030,NYC,NY,"Nyc, NY"
10031,NEW YORK,NY,"New York, NY"
10031,HAMILTON GRANGE,NY,"Hamilton Grange, NY"
10031,MANHATTAN,NY,"Manhattan, NY"
10031,NYC,NY,"Nyc, NY"
10032,NEW YORK,NY,"New York, NY"
10032,MANHATTAN,NY,"Manhattan, NY"
10032,NYC,NY,"Nyc, NY"
10033,NEW YORK,NY,"New York, NY"
10033,MANHATTAN,NY,"Manhattan, NY"
10033,NYC,NY,"Nyc, NY"
10033,WASHINGTON BRIDGE,NY,"Washington Bridge, NY"
10034,NEW YORK,NY,"New York, NY"
612,PARC RODRIGUEZ OLMO,PR,"Parc Rodriguez Olmo, PR"
612,PARQ DE JARDINES,PR,"Parq De Jardines, PR"
612,PASEOS REALES,PR,"Paseos Reales, PR"
612,REPTO MARQUEZ,PR,"Repto Marquez, PR"
612,REPTO SAN JOSE,PR,"Repto San Jose, PR"
612,REPTO SAN JUAN,PR,"Repto San Juan, PR"
612,SECT ABRA,PR,"Sect Abra, PR"
612,SECT EL CANO,PR,"Sect El Cano, PR"
612,SECT LAS ANIMAS,PR,"Sect Las Animas, PR"
612,SECT MUELLE,PR,"Sect Muelle, PR"
612,URB ARECIBO GDNS,PR,"Urb Arecibo Gdns, PR"
612,URB COLLEGE PARK IV,PR,"Urb College Park Iv, PR"
612,URB COSTAS DEL ATLANTICO,PR,"Urb Costas Del Atlantico, PR"
612,URB EL PARAISO,PR,"Urb El Paraiso, PR"
612,URB FACTOR,PR,"Urb Factor, PR"
612,URB GARCIA,PR,"Urb Garcia, PR"
612,URB GARDEN VIEW,PR,"Urb Garden View, PR"
612,URB LA MUCURA,PR,"Urb La Mucura, PR"
612,URB LAS BRISAS,PR,"Urb Las Brisas, PR"
612,URB LOS LLANOS,PR,"Urb Los Llanos, PR"
612,URB LOS PINOS,PR,"Urb Los Pinos, PR"
612,URB LOS PINOS II,PR,"Urb Los Pinos Ii, PR"
612,URB MARISOL,PR,"Urb Marisol, PR"
612,URB MARTELL,PR,"Urb Martell, PR"
612,URB OCEAN VW,PR,"Urb Ocean Vw, PR"
612,URB RADIOVILLE,PR,"Urb Radioville, PR"
612,URB REGIONAL,PR,"Urb Regional, PR"
612,URB SAN DANIEL,PR,"Urb San Daniel, PR"
612,URB SAN FELIPE,PR,"Urb San Felipe, PR"
612,URB SAN LORENZO,PR,"Urb San Lorenzo, PR"
612,URB TANAMA,PR,"Urb Tanama, PR"
612,URB UNIVERSITY GDNS,PR,"Urb University Gdns, PR"
612,URB VICTOR ROJAS 1,PR,"Urb Victor Rojas 1, PR"
612,URB VICTOR ROJAS 2,PR,"Urb Victor Rojas 2, PR"
612,URB VILLAMAR,PR,"Urb Villamar, PR"
612,URB ZENO GANDIA,PR,"Urb Zeno Gandia, PR"
612,VALLE ESCONDIDO,PR,"Valle Escondido, PR"
612,VILLA LOS SANTOS,PR,"Villa Los Santos, PR"
612,VILLA LUCIA,PR,"Villa Lucia, PR"
612,VILLA SERENA,PR,"Villa Serena, PR"
612,VILLA TOLEDO,PR,"Villa Toledo, PR"
612,VILLAS DEL CAPITAN,PR,"Villas Del Capitan, PR"
612,VILLAS DEL SOL,PR,"Villas Del Sol, PR"
612,VISTA AZUL,PR,"Vista Azul, PR"
612,VISTA DEL ATLANTICO,PR,"Vista Del Atlantico, PR"
613,ARECIBO,PR,"Arecibo, PR"
614,ARECIBO,PR,"Arecibo, PR"
714,ARROYO,PR,"Arroyo, PR"
714,EXT JARD DE ARROYO,PR,"Ext Jard De Arroyo, PR"
714,JARD DE ARROYO,PR,"Jard De Arroyo, PR"
714,JARD DE LAFAYETTE,PR,"Jard De Lafayette, PR"
714,PARQ DE GUASIMAS,PR,"Parq De Guasimas, PR"
714,QTAS DE GUASIMA,PR,"Qtas De Guasima, PR"
714,REPTO BELLO MAR,PR,"Repto Bello Mar, PR"
714,URB ARROYO DEL MAR,PR,"Urb Arroyo Del Mar, PR"
714,URB BELINDA,PR,"Urb Belinda, PR"
714,URB LAS 500,PR,"Urb Las 500, PR"
714,URB MIRAMAR 1,PR,"Urb Miramar 1, PR"
714,URB PALMAR 2,PR,"Urb Palmar 2, PR"
714,URB SAN ANTONIO,PR,"Urb San Antonio, PR"
714,VILLAS DE LAFAYETTE,PR,"Villas De Lafayette, PR"
616,BAJADERO,PR,"Bajadero, PR"
616,BRISAS DEL VALLE,PR,"Brisas Del Valle, PR"
617,BARCELONETA,PR,"Barceloneta, PR"
617,BDA CATALANA,PR,"Bda Catalana, PR"
617,BRISAS DE LLANADAS,PR,"Brisas De Llanadas, PR"
617,BRISAS DEL MONTE,PR,"Brisas Del Monte, PR"
617,EST DE BARCELONETA,PR,"Est De Barceloneta, PR"
617,EST DE FLORIDA,PR,"Est De Florida, PR"
617,EXT EST DE IMBERY,PR,"Ext Est De Imbery, PR"
617,EXT PARC PUNTA PALMAS,PR,"Ext Parc Punta Palmas, PR"
617,PARC GARROCHALES,PR,"Parc Garrochales, PR"
617,PARC IMBERY,PR,"Parc Imbery, PR"
617,PARC MAGUEYES,PR,"Parc Magueyes, PR"
617,PARC PALENQUE,PR,"Parc Palenque, PR"
617,PARC PUNTA PALMAS,PR,"Parc Punta Palmas, PR"
617,PARC TIBURON,PR,"Parc Tiburon, PR"
617,REPTO LAS LLANADAS,PR,"Repto Las Llanadas, PR"
617,URB CATALUNA,PR,"Urb Cataluna, PR"
617,URB CIMARRONA CT,PR,"Urb Cimarrona Ct, PR"
617,URB LAS DELICIAS,PR,"Urb Las Delicias, PR"
617,URB LAS PRADERAS,PR,"Urb Las Praderas, PR"
617,URB ORTEGA,PR,"Urb Ortega, PR"
617,URB PLAZUELA ESTATES,PR,"Urb Plazuela Estates, PR"
617,URB SOL NACIENTE,PR,"Urb Sol Naciente, PR"
617,VILLA BARCELONA,PR,"Villa Barcelona, PR"
617,VILLA CENTRAL,PR,"Villa Central, PR"
617,VILLA GEORGETTI,PR,"Villa Georgetti, PR"
617,VILLAS DE LA SABANA,PR,"Villas De La Sabana, PR"
794,BARRANQUITAS,PR,"Barranquitas, PR"
794,BDA ALEMANIA,PR,"Bda Alemania, PR"
794,URB SAN CRISTOBAL,PR,"Urb San Cristobal, PR"
794,VISTAS DE MONTECIELO,PR,"Vistas De Montecielo, PR"
622,BOQUERON,PR,"Boqueron, PR"
622,VILLA TAINA,PR,"Villa Taina, PR"
623,CABO ROJO,PR,"Cabo Rojo, PR"
623,ALTS DE JOYUDA,PR,"Alts De Joyuda, PR"
623,ALTS DEL MAR,PR,"Alts Del Mar, PR"
623,BO BALLAJA,PR,"Bo Ballaja, PR"
623,BO MONTE GRANDE,PR,"Bo Monte Grande, PR"
623,EST DE MIRAMAR,PR,"Est De Miramar, PR"
623,EST REALES,PR,"Est Reales, PR"
623,EXT ELIZABETH,PR,"Ext Elizabeth, PR"
623,EXT LA CONCEPCION,PR,"Ext La Concepcion, PR"
623,EXT PARC ELIZABETH,PR,"Ext Parc Elizabeth, PR"
623,EXT SIERRA LINDA,PR,"Ext Sierra Linda, PR"
623,HACIENDAS DE BELVEDERE,PR,"Haciendas De Belvedere, PR"
623,HACIENDAS DE CABO ROJO,PR,"Haciendas De Cabo Rojo, PR"
623,HACIENDAS DE MIRAMAR,PR,"Haciendas De Miramar, PR"
623,JARD DEL PUERTO,PR,"Jard Del Puerto, PR"
623,MANS DE CABO ROJO,PR,"Mans De Cabo Rojo, PR"
623,MANSIONES,PR,"Mansiones, PR"
623,PARC BETANCES,PR,"Parc Betances, PR"
623,PARC ELIZABETH,PR,"Parc Elizabeth, PR"
623,PARC LAS MARGARITAS,PR,"Parc Las Margaritas, PR"
623,PARC LAS 35,PR,"Parc Las 35, PR"
623,PARC PUERTO REAL,PR,"Parc Puerto Real, PR"
623,QTAS DE CABO ROJO,PR,"Qtas De Cabo Rojo, PR"
623,REPTO MIRADERO,PR,"Repto Miradero, PR"
623,REPTO OLIVERAS,PR,"Repto Oliveras, PR"
623,URB ALTA VISTA,PR,"Urb Alta Vista, PR"
623,URB ANA MARIA,PR,"Urb Ana Maria, PR"
623,URB BORINQUEN,PR,"Urb Borinquen, PR"
623,URB EL RETIRO,PR,"Urb El Retiro, PR"
623,URB ELIZABETH,PR,"Urb Elizabeth, PR"
623,URB KOFRESI,PR,"Urb Kofresi, PR"
623,URB LA CONCEPCION,PR,"Urb La Concepcion, PR"
623,URB MONTE GRANDE,PR,"Urb Monte Grande, PR"
623,URB MONTESOL,PR,"Urb Montesol, PR"
623,URB RAMIREZ,PR,"Urb Ramirez, PR"
623,URB REMANSO DE CABO ROJO,PR,"Urb Remanso De Cabo Rojo, PR"
623,URB SAN MIGUEL,PR,"Urb San Miguel, PR"
623,URB SIERRA LINDA,PR,"Urb Sierra Linda, PR"
623,VILLA AIDA,PR,"Villa Aida, PR"
623,VILLA DEL CARMEN,PR,"Villa Del Carmen, PR"
623,VILLA LUISA,PR,"Villa Luisa, PR"
623,VILLAS DE PLAN BONITO,PR,"Villas De Plan Bonito, PR"
725,CAGUAS,PR,"Caguas, PR"
725,ALT DE CAGUAS,PR,"Alt De Caguas, PR"
725,ALT DEL TURABO,PR,"Alt Del Turabo, PR"
725,BDA MORALES,PR,"Bda Morales, PR"
725,BOSQUES DE LA SIERRA,PR,"Bosques De La Sierra, PR"
725,BRISAS DEL PARQUE I,PR,"Brisas Del Parque I, PR"
725,BRISAS DEL PARQUE II,PR,"Brisas Del Parque Ii, PR"
725,EST EL VERDE,PR,"Est El Verde, PR"
725,EXT CAGUAX,PR,"Ext Caguax, PR"
725,EXT EL VERDE,PR,"Ext El Verde, PR"
725,EXT LA GRANJA,PR,"Ext La Granja, PR"
725,EXT VILLA BLANCA,PR,"Ext Villa Blanca, PR"
725,HACIENDA BORINQUEN,PR,"Hacienda Borinquen, PR"
725,JARD PLA,PR,"Jard Pla, PR"
725,LOMAS DE LA SERRANIA,PR,"Lomas De La Serrania, PR"
725,PARQ LAS MERCEDES,PR,"Parq Las Mercedes, PR"
725,PASEO DEL RIO,PR,"Paseo Del Rio, PR"
725,QTAS DE SAN LUIS 1,PR,"Qtas De San Luis 1, PR"
725,QTAS DE SAN LUIS 2,PR,"Qtas De San Luis 2, PR"
725,QTAS DE VILLA BLANCA,PR,"Qtas De Villa Blanca, PR"
725,REPTO CAGUAX,PR,"Repto Caguax, PR"
725,REPTO SOLANO,PR,"Repto Solano, PR"
725,RES BAIROA,PR,"Res Bairoa, PR"
725,TERR DE BORINQUEN,PR,"Terr De Borinquen, PR"
725,URB BALCONES LAS CATALINAS,PR,"Urb Balcones Las Catalinas, PR"
725,URB BATISTA,PR,"Urb Batista, PR"
725,URB BILLY SUAREZ,PR,"Urb Billy Suarez, PR"
725,URB BONNEVILLE GDNS,PR,"Urb Bonneville Gdns, PR"
725,URB BONNEVILLE TERR,PR,"Urb Bonneville Terr, PR"
725,URB BORINQUEN VALLEY,PR,"Urb Borinquen Valley, PR"
725,URB BROOKLYN,PR,"Urb Brooklyn, PR"
725,URB BUNKER,PR,"Urb Bunker, PR"
725,URB CAGUAS MILENIO,PR,"Urb Caguas Milenio, PR"
725,URB CAGUAS NORTE,PR,"Urb Caguas Norte, PR"
725,URB CARIBE GDNS,PR,"Urb Caribe Gdns, PR"
725,URB CONDADO MODERNO,PR,"Urb Condado Moderno, PR"
725,URB CONDADO VIEJO,PR,"Urb Condado Viejo, PR"
725,URB EL RETIRO,PR,"Urb El Retiro, PR"
725,URB EL RINCON DE LA SERRANIA,PR,"Urb El Rincon De La Serrania, PR"
725,URB EL VERDE,PR,"Urb El Verde, PR"
725,URB GRILLO,PR,"Urb Grillo, PR"
725,URB JOSE DELGADO,PR,"Urb Jose Delgado, PR"
725,URB JOSE MERCADO,PR,"Urb Jose Mercado, PR"
725,URB LA GRANJA,PR,"Urb La Granja, PR"
725,URB LA MESETA,PR,"Urb La Meseta, PR"
725,URB MACHIN,PR,"Urb Machin, PR"
725,URB MARIOLGA,PR,"Urb Mariolga, PR"
725,URB MONTICIELO,PR,"Urb Monticielo, PR"
725,URB MYRLENA,PR,"Urb Myrlena, PR"
725,URB NAZARIO,PR,"Urb Nazario, PR"
725,URB NOTRE DAME,PR,"Urb Notre Dame, PR"
725,URB PARADISE,PR,"Urb Paradise, PR"
725,URB SAN ALFONSO,PR,"Urb San Alfonso, PR"
725,URB SAN ANTONIO,PR,"Urb San Antonio, PR"
725,URB SAN MARCOS,PR,"Urb San Marcos, PR"
725,URB SAN PEDRO EST,PR,"Urb San Pedro Est, PR"
725,URB SAN RAFAEL,PR,"Urb San Rafael, PR"
725,URB SANTA CECILIA,PR,"Urb Santa Cecilia, PR"
725,URB SANTA ELVIRA,PR,"Urb Santa Elvira, PR"
725,URB SANTA JUANA,PR,"Urb Santa Juana, PR"
725,URB SANTA JUANA 2,PR,"Urb Santa Juana 2, PR"
725,URB SANTA JUANA 3,PR,"Urb Santa Juana 3, PR"
